1.428571428571428492e-01,6.122448979591836593e-02,0.000000000000000000e+00,2.516025641025640969e-01,1.091822178670670107e+00,-2.359271542792784615e-01
9.795918367346938549e-01,1.836734693877550839e-01,0.000000000000000000e+00,7.980769230769230171e-01,2.052478157325684505e-01,-1.845320315018890156e-01
2.857142857142856984e-01,6.122448979591836593e-02,0.000000000000000000e+00,2.628205128205128305e-01,8.859536522385189627e-01,4.709165903013864396e-01
1.000000000000000000e+00,3.469387755102040782e-01,1.000000000000000000e+00,4.391025641025640969e-01,8.289464229105493187e-01,5.251118715036997564e-01
3.673469387755101678e-01,9.591836734693877098e-01,7.900641025641025328e-01,1.000000000000000000e+00,1.881761819113257239e+00,1.672985362083739824e+00
1.428571428571428492e-01,9.183673469387754196e-01,6.121794871794871140e-01,1.000000000000000000e+00,3.327035012817011195e-01,6.338524710674056095e-01
8.163265306122448328e-02,9.795918367346938549e-01,8.477564102564102422e-01,1.000000000000000000e+00,9.375052272930639585e-02,5.916148614023073460e-01
1.632653061224489666e-01,5.306122448979591066e-01,9.294871794871795156e-02,0.000000000000000000e+00,2.533152979857101972e+00,2.023192578124100027e-02
0.000000000000000000e+00,1.020408163265306006e-01,0.000000000000000000e+00,4.006410256410256054e-01,1.101998641152510894e+00,2.289758512461145257e-01
8.775510204081632404e-01,8.163265306122448328e-02,0.000000000000000000e+00,3.894230769230769273e-01,2.121094875382560030e+00,1.256158637249223720e+00
2.040816326530612013e-01,7.142857142857141906e-01,8.173076923076922906e-01,0.000000000000000000e+00,2.794248273580968167e+00,2.034317397484946000e+00
1.632653061224489666e-01,2.448979591836734637e-01,0.000000000000000000e+00,9.743589743589743390e-01,8.534145603175881112e-01,1.725022613977918118e+00
1.836734693877550839e-01,4.081632653061224025e-01,1.000000000000000000e+00,6.153846153846154188e-01,1.009080239144047209e+00,3.382121553576312722e-01
7.346938775510203357e-01,8.163265306122448328e-02,0.000000000000000000e+00,3.782051282051281937e-01,3.936930297036671522e-01,1.563121075635634183e+00
4.285714285714285476e-01,5.918367346938775420e-01,3.541666666666666297e-01,0.000000000000000000e+00,2.116111290425321201e+00,7.917523035765700046e-01
6.326530612244897211e-01,1.428571428571428492e-01,0.000000000000000000e+00,6.105769230769230171e-01,6.175543955308037125e-01,3.347909813895607600e-01
7.959183673469386600e-01,9.387755102040815647e-01,7.435897435897436125e-01,1.000000000000000000e+00,2.557630187604936989e+00,2.172743828493738150e+00
1.632653061224489666e-01,8.571428571428570953e-01,3.733974358974359031e-01,1.000000000000000000e+00,3.096268742524177497e+00,2.070948972293825463e+00
8.163265306122448328e-02,9.591836734693877098e-01,7.676282051282050656e-01,1.000000000000000000e+00,6.158570854534259897e-01,-5.700801604347525142e-01
9.183673469387754196e-01,1.224489795918367319e-01,0.000000000000000000e+00,5.528846153846154188e-01,2.173036739997278755e+00,2.162780486359910270e+00
8.571428571428570953e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.730769230769230449e-02,3.202884702335595080e+00,1.454599855681722120e+00
8.163265306122448051e-01,3.265306122448979331e-01,1.000000000000000000e+00,3.445512820512820484e-01,1.621826853042216410e-01,1.049628737978635762e+00
6.122448979591836593e-02,2.040816326530612082e-02,0.000000000000000000e+00,8.493589743589743946e-02,2.080058618228266099e+00,-2.942535557270407054e-01
6.122448979591836593e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.807692307692307959e-03,4.918089516746078083e-01,1.918252582128446404e+00
6.938775510204081565e-01,6.530612244897958663e-01,6.153846153846154188e-01,0.000000000000000000e+00,2.258696254264206171e+00,1.531187152887818037e+00
7.346938775510203357e-01,2.448979591836734637e-01,1.000000000000000000e+00,1.762820512820512803e-02,9.430146572622903900e-01,6.794740870535529442e-01
7.142857142857141906e-01,1.836734693877550839e-01,0.000000000000000000e+00,7.772435897435897578e-01,1.146563005426802562e+00,1.744330418750443812e+00
7.755102040816326259e-01,5.714285714285713969e-01,3.012820512820512664e-01,0.000000000000000000e+00,2.259155407973377105e+00,9.754335814981065500e-01
9.183673469387754196e-01,2.448979591836734637e-01,1.000000000000000000e+00,3.205128205128204844e-02,1.999986598523809889e+00,2.445041814599337116e+00
4.897959183673469274e-01,4.081632653061224025e-01,1.000000000000000000e+00,6.394230769230768718e-01,5.547431589536784280e-01,1.822891782853814036e+00
4.285714285714285476e-01,5.102040816326530726e-01,3.365384615384615224e-02,0.000000000000000000e+00,-2.117772358243783515e-01,1.746618713078308183e+00
9.795918367346938549e-01,9.387755102040815647e-01,7.580128205128204844e-01,1.000000000000000000e+00,1.192216619185354709e+00,1.809762864239033098e+00
3.673469387755101678e-01,6.326530612244897211e-01,5.096153846153845812e-01,0.000000000000000000e+00,1.641750837357778270e+00,1.580840337419157526e+00
0.000000000000000000e+00,4.081632653061224164e-02,0.000000000000000000e+00,1.602564102564102422e-01,1.203252774621200283e+00,1.230785033376591064e+00
0.000000000000000000e+00,6.122448979591836593e-02,0.000000000000000000e+00,2.403846153846153633e-01,2.037844825939801652e+00,6.555911060575294602e-01
3.877551020408163129e-01,5.918367346938775420e-01,3.509615384615384359e-01,0.000000000000000000e+00,1.785625310644494368e+00,2.575804712892187709e+00
3.469387755102040782e-01,8.775510204081632404e-01,4.679487179487179516e-01,1.000000000000000000e+00,1.957445129600600575e+00,7.146989506802410297e-01
1.836734693877550839e-01,2.448979591836734637e-01,0.000000000000000000e+00,9.759615384615384359e-01,2.042618069018276028e+00,-2.500154632208912986e-01
8.163265306122448051e-01,6.530612244897958663e-01,6.250000000000000000e-01,0.000000000000000000e+00,1.391825145111749817e+00,1.609827998812606520e+00
1.632653061224489666e-01,8.979591836734692745e-01,5.336538461538461453e-01,1.000000000000000000e+00,3.341424563354583377e+00,2.090142255014548311e+00
8.979591836734692745e-01,6.734693877551020114e-01,7.115384615384615641e-01,0.000000000000000000e+00,6.922403953502705987e-01,2.128262204738996743e+00
2.040816326530612082e-02,2.040816326530612082e-02,0.000000000000000000e+00,8.173076923076923184e-02,3.320200377278582637e-01,4.928769444478553474e-02
7.346938775510203357e-01,2.653061224489795533e-01,1.000000000000000000e+00,9.775641025641025605e-02,2.959543797597771420e+00,5.841458223839313124e-01
6.530612244897958663e-01,1.836734693877550839e-01,0.000000000000000000e+00,7.724358974358973562e-01,8.870113688350192982e-01,1.415062829774609732e+00
2.448979591836734637e-01,1.000000000000000000e+00,9.407051282051281937e-01,1.000000000000000000e+00,1.656616745808907609e+00,-9.607560052899912773e-01
2.040816326530612013e-01,8.979591836734692745e-01,5.368589743589743390e-01,1.000000000000000000e+00,2.433094548197409779e+00,1.847940870847631700e+00
2.040816326530612082e-02,8.775510204081632404e-01,4.423076923076922906e-01,1.000000000000000000e+00,-3.000241053989927131e-02,2.737135095816594532e+00
9.591836734693877098e-01,1.000000000000000000e+00,9.967948717948718063e-01,1.000000000000000000e+00,1.374253599005871518e+00,1.794895703460483549e+00
4.693877551020407823e-01,2.653061224489795533e-01,1.000000000000000000e+00,7.692307692307692735e-02,2.024689026631243394e+00,8.794808682257042598e-01
9.591836734693877098e-01,1.632653061224489666e-01,0.000000000000000000e+00,7.163461538461538547e-01,-7.240968976523527445e-01,1.748299524031293295e+00
3.877551020408163129e-01,4.693877551020407823e-01,1.000000000000000000e+00,8.717948717948718063e-01,1.709514978690444886e+00,2.587426391948981497e+00
6.122448979591835760e-01,8.775510204081632404e-01,4.887820512820512664e-01,1.000000000000000000e+00,7.056542963510060718e-01,2.106058436033896974e+00
4.081632653061224164e-02,3.469387755102040782e-01,1.000000000000000000e+00,3.637820512820512664e-01,3.135728987192876627e+00,1.130164398236104484e+00
7.959183673469386600e-01,4.489795918367346372e-01,1.000000000000000000e+00,8.237179487179486781e-01,1.421655826811593526e+00,6.727626790456429084e-01
7.142857142857141906e-01,3.877551020408163129e-01,1.000000000000000000e+00,5.769230769230768718e-01,3.510062184708560018e+00,2.821584014698959031e-01
1.224489795918367319e-01,4.693877551020407823e-01,1.000000000000000000e+00,8.509615384615384359e-01,-1.200507875182176942e+00,1.226497704474085237e+00
7.346938775510203357e-01,1.000000000000000000e+00,9.791666666666666297e-01,1.000000000000000000e+00,1.400367702855837004e+00,5.420507652314530134e-01
